Country,Year,Status,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness__1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Disease_Name,Disease_Category,Prevalence_Rate_(%),Incidence_Rate_(%),Mortality_Rate_(%),Age_Group,Gender,Population_Affected,Healthcare_Access_(%),Doctors_per_1000,Hospital_Beds_per_1000,Treatment_Type,Average_Treatment_Cost_(USD),Availability_of_Vaccines/Treatment,Recovery_Rate_(%),DALYs,Improvement_in_5_Years_(%),Per_Capita_Income_(USD),Education_Index,Urbanization_Rate_(%),age,sex,cp,trestbps,chol,fbs,restecg,thalach,exang,oldpeak,slope,ca,thal,target
Brazil,2013,Developing,74.7,146.0,46,7.24,916.270845,96.0,220,54.5,52,96.0,8.48,97.0,0.1,12216.9446,2248632.0,2.8,2.7,0.734,14.2,Hepatitis,Bacterial,12.01,13.93,7.17,61+,Female,931542,78.96,1.74,6.13,Medication,31162,No,63.31,2635,7.5,53740,0.41,51.31,67,0,2,115,564,0,0,160,0,1.6,1,0,3,1
Brazil,2003,Developing,71.8,172.0,88,6.95,15.85781237,97.0,2,46.1,100,99.0,6.94,99.0,0.1,359.587582,182482149.0,3.3,3.3,0.699,14.8,Cholera,Cardiovascular,12.13,8.25,3.23,61+,Other,800217,63.77,1.76,4.96,Vaccination,38490,Yes,89.81,2147,8.75,5614,0.5,63.44,67,1,2,152,212,0,0,150,0,0.8,1,0,3,0
Italy,2003,Developed,79.9,72.0,2,9.3,3519.258515,95.0,10982,57.0,3,97.0,8.17,96.0,0.1,27387.2258,5731323.0,0.5,0.5,0.841,15.4,Rabies,Viral,4.9,3.35,6.11,36-60,Male,547667,84.14,3.24,5.33,Therapy,10590,Yes,61.98,2748,2.78,24942,0.81,42.94,43,0,2,122,213,0,1,165,0,0.2,1,0,2,1
China,2014,Developing,75.8,86.0,171,5.78,109.8743903,99.0,52628,31.9,198,99.0,5.55,99.0,0.1,7683.5238,136427.0,3.7,3.0,0.723,13.1,Zika,Chronic,7.43,5.38,9.29,36-60,Other,937218,51.98,4.46,2.15,Vaccination,12906,Yes,93.42,1361,6.6,76026,0.72,76.0,58,0,1,136,319,1,0,152,0,0.0,2,2,2,0
Nigeria,2001,Developing,47.4,48.0,574,9.58,15.830985,80.94046121593291,168107,17.3,936,36.0,3.25,27.0,5.1,351.7996666,125463434.0,14.1,14.1,0.0,8.0,Measles,Chronic,17.23,2.29,7.57,36-60,Male,383760,52.51,4.38,8.26,Therapy,45995,Yes,67.47,4889,2.69,83125,0.81,70.59,55,1,0,140,217,0,1,111,1,5.6,0,0,3,0
China,2011,Developing,75.2,91.0,215,5.63,91.26749779,99.0,9943,29.0,251,99.0,5.3,99.0,0.1,5633.79616,134413.0,4.1,3.5,0.7,12.8,Leprosy,Autoimmune,7.63,0.37,6.4,61+,Male,365004,97.67,2.12,4.17,Surgery,17711,Yes,74.59,4027,1.52,65506,0.85,89.65,77,1,0,125,304,0,0,162,1,0.0,2,3,2,0
Turkey,2009,Developing,73.9,118.0,23,1.4,106.9482898,94.0,4,61.1,27,96.0,6.8,96.0,0.1,936.499911,71339185.0,4.9,4.8,0.709,12.5,Leprosy,Neurological,13.47,7.59,5.18,61+,Other,836475,71.35,4.72,9.85,Vaccination,2592,No,84.7,260,5.04,68334,0.5,49.18,69,1,3,160,234,1,0,131,0,0.1,1,1,2,1
Argentina,2006,Developing,75.2,127.0,11,7.75,961.1774676,84.0,0,57.5,12,92.0,6.68,91.0,0.1,5878.76127,3955889.0,1.1,0.9,0.782,16.1,Leprosy,Cardiovascular,12.26,10.04,6.15,36-60,Other,928341,58.04,4.3,3.0,Therapy,32998,No,84.24,3070,9.8,78142,0.89,85.21,42,1,3,148,244,0,0,178,0,0.8,2,2,2,1
Indonesia,2003,Developing,66.9,189.0,173,0.05,8.460155758,64.0,24457,17.5,215,8.0,2.53,71.0,0.1,164.59447,22545214.0,1.9,11.0,0.613,10.8,Cancer,Infectious,8.34,13.75,3.49,36-60,Male,590437,66.03,2.12,9.43,Medication,9397,Yes,91.23,2637,0.07,39184,0.54,75.74,40,1,3,140,199,0,1,178,1,1.4,2,0,3,1
Brazil,2009,Developing,73.6,157.0,57,7.33,564.5233902,99.0,0,51.1,64,99.0,8.65,99.0,0.1,8553.3847,194895996.0,3.0,2.9,0.714,13.8,Parkinson's Disease,Respiratory,12.03,10.64,5.39,36-60,Other,972312,86.42,4.16,8.74,Vaccination,19923,No,55.85,644,8.7,40457,0.49,83.72,44,1,2,130,233,0,1,179,1,0.4,2,0,2,1
Brazil,2002,Developing,71.4,176.0,95,7.0,140.9824766,92.0,1,45.3,109,99.0,7.13,99.0,0.1,2819.649531,1815121.0,3.3,3.3,0.692,14.6,Hepatitis,Autoimmune,4.56,8.18,5.63,36-60,Female,154787,77.51,1.05,5.14,Surgery,33312,Yes,86.08,384,4.55,76181,0.64,72.62,59,1,2,126,218,1,1,134,0,2.2,1,1,1,0
Turkey,2010,Developing,74.2,116.0,21,1.49,32.78235828,96.0,7,61.9,25,97.0,5.61,97.0,0.1,1672.5693,72326914.0,4.9,4.7,0.715,13.0,Alzheimer's Disease,Viral,10.86,0.84,1.32,36-60,Other,229525,91.73,3.46,2.41,Medication,4381,Yes,63.16,1789,4.47,19399,0.47,59.43,52,1,0,108,233,1,1,147,0,0.1,2,3,3,1
India,2004,Developing,64.0,214.0,1600,1.2,27.33800857,6.0,55443,13.0,2100,58.0,4.22,63.0,0.3,621.3183767,1126135777.0,27.2,28.2,0.518,9.2,Parkinson's Disease,Genetic,13.4,9.52,0.47,36-60,Other,98851,79.79,1.27,7.11,Medication,28254,No,81.14,2805,5.77,21370,0.68,39.84,46,0,0,138,243,0,0,152,1,0.0,1,0,2,1
Indonesia,2009,Developing,67.9,189.0,143,0.08,125.7980678,82.0,20818,22.1,174,85.0,2.83,78.0,0.3,2254.44566,23934478.0,1.7,1.6,0.645,11.7,Leprosy,Autoimmune,3.88,13.45,8.57,61+,Other,763222,68.29,3.17,2.17,Medication,19865,Yes,52.52,3155,5.36,7704,0.82,37.81,67,1,0,100,299,0,0,125,1,0.9,1,2,2,0
Australia,2001,Developed,79.9,75.0,1,9.53,3064.301144,94.0,141,59.0,2,91.0,8.18,92.0,0.1,19517.84168,19413.0,0.7,0.7,0.899,20.5,Rabies,Genetic,13.9,11.67,3.3,36-60,Female,959539,85.59,3.39,9.67,Medication,32995,No,82.3,4657,2.87,64306,0.49,45.09,42,0,0,102,265,0,0,122,0,0.6,1,0,2,1
Japan,2001,Developed,81.5,72.0,4,8.03,5486.51208,80.94046121593291,22552,22.5,5,81.0,7.75,95.0,0.1,33846.46564,127149.0,1.7,1.4,0.856,14.6,HIV/AIDS,Genetic,13.29,2.73,5.85,36-60,Female,78910,99.83,0.74,4.65,Surgery,4564,Yes,69.06,2430,2.08,72058,0.57,65.57,53,1,0,123,282,0,1,95,1,2.0,1,2,3,0
Germany,2004,Developed,79.1,86.0,3,11.83,5842.374765,88.0,121,57.1,3,96.0,1.37,96.0,0.1,34165.9343,8251626.0,1.1,1.1,0.877,16.4,Dengue,Cardiovascular,13.96,14.61,0.33,36-60,Female,819749,68.39,0.59,9.13,Medication,34012,No,65.27,4524,8.89,33178,0.61,48.35,47,1,2,138,257,0,0,156,0,0.0,2,0,2,1
India,2004,Developing,64.0,214.0,1600,1.2,27.33800857,6.0,55443,13.0,2100,58.0,4.22,63.0,0.3,621.3183767,1126135777.0,27.2,28.2,0.518,9.2,Measles,Bacterial,0.31,1.13,5.17,36-60,Female,583804,82.64,1.86,0.85,Surgery,23732,No,97.87,3883,5.27,72980,0.78,66.99,60,1,2,140,185,0,0,155,0,3.0,1,0,2,0
Argentina,2011,Developing,75.7,12.0,9,8.11,1504.329462,91.0,3,6.4,10,93.0,5.89,91.0,0.1,12726.9836,41656879.0,1.0,0.9,0.816,17.1,Ebola,Respiratory,15.85,0.94,5.35,36-60,Female,950142,51.58,3.1,3.69,Medication,30921,No,50.29,859,4.53,57314,0.69,59.15,57,1,2,150,126,1,1,173,0,0.2,2,1,3,1
Japan,2001,Developed,81.5,72.0,4,8.03,5486.51208,80.94046121593291,22552,22.5,5,81.0,7.75,95.0,0.1,33846.46564,127149.0,1.7,1.4,0.856,14.6,Measles,Respiratory,4.16,1.2,8.31,36-60,Female,870708,73.23,4.09,3.67,Vaccination,38480,No,72.16,2349,8.12,29550,0.65,57.22,59,1,0,138,271,0,0,182,0,0.0,2,0,2,1
Argentina,2010,Developing,75.5,121.0,10,8.15,187.610955,94.0,17,59.8,11,95.0,6.55,94.0,0.1,1276.265,41223889.0,1.0,0.9,0.802,16.8,Influenza,Infectious,2.94,14.78,3.95,61+,Male,434444,67.98,3.36,3.31,Medication,32592,Yes,75.88,862,6.18,17113,0.82,74.36,61,1,0,138,166,0,0,125,1,3.6,1,1,2,0
India,2001,Developing,62.9,222.0,1800,1.0,19.00340606,80.94046121593291,51780,11.8,2400,58.0,4.5,59.0,0.3,447.138966,171477855.0,27.5,28.5,0.494,8.3,Measles,Neurological,13.56,0.83,5.73,36-60,Male,546130,63.63,2.7,8.36,Medication,8879,Yes,64.72,613,8.11,34082,0.89,67.18,46,1,1,101,197,1,1,156,0,0.0,2,0,3,1
Saudi Arabia,2015,Developing,74.5,88.0,7,4.602860787172012,0.0,98.0,219,68.2,8,97.0,5.9381895280236,98.0,0.1,2732.86172,12753375.120052494,7.8,7.6,0.845,16.1,Malaria,Autoimmune,8.13,5.56,6.03,36-60,Other,739706,95.41,2.52,2.89,Medication,22000,No,56.61,4617,2.68,13681,0.57,75.69,41,1,2,130,214,0,0,168,0,2.0,1,0,2,1
Argentina,2005,Developing,74.9,127.0,11,7.53,96.16653429,88.0,0,56.9,12,95.0,6.85,98.0,0.1,576.883829,39145488.0,1.1,1.0,0.78,16.3,Diabetes,Parasitic,6.87,0.22,2.33,36-60,Female,766365,51.07,2.71,6.74,Vaccination,13661,Yes,63.55,2458,8.96,82653,0.85,20.44,51,1,3,125,213,0,0,125,1,1.4,2,1,2,1
India,2014,Developing,68.0,184.0,957,3.07,86.52153895,79.0,79563,18.1,1200,84.0,4.69,85.0,0.2,1573.11889,1293859294.0,26.8,27.4,0.607,11.6,Ebola,Viral,12.26,4.99,3.72,36-60,Female,736543,55.56,1.65,4.56,Therapy,33846,No,70.51,1649,9.18,28058,0.63,56.03,58,1,2,140,211,1,0,165,0,0.0,2,0,2,1
Turkey,2003,Developing,71.6,135.0,35,1.42,459.1113061,68.0,5844,55.9,43,69.0,5.34,68.0,0.1,4718.51291,668583.0,5.1,5.0,0.668,11.9,Zika,Neurological,2.37,2.86,4.48,36-60,Male,550509,81.91,3.59,9.09,Surgery,23061,No,66.95,1371,0.82,7933,0.69,72.16,60,1,0,130,253,0,1,144,1,1.4,2,1,3,0
Italy,2015,Developed,82.7,56.0,1,4.602860787172012,0.0,93.0,159,63.6,2,93.0,5.9381895280236,93.0,0.1,349.14755,673582.0,0.6,0.6,0.881,16.3,Hypertension,Viral,7.26,6.0,8.92,19-35,Male,631543,98.24,4.35,5.02,Vaccination,36669,No,77.14,1742,1.81,49805,0.88,21.98,35,1,0,126,282,0,0,156,1,0.0,2,0,3,0
India,2013,Developing,67.6,187.0,1000,3.11,67.67230438,7.0,13822,17.5,1300,82.0,4.53,83.0,0.2,1452.195373,127856227.0,26.8,27.5,0.599,11.5,Ebola,Parasitic,13.14,7.39,3.08,36-60,Other,555977,75.3,2.06,7.96,Surgery,14322,Yes,89.41,2777,1.85,64146,0.74,55.99,56,1,2,130,256,1,0,142,1,0.6,1,1,1,0
Australia,2003,Developed,83.0,71.0,1,9.97,3829.550928,95.0,91,6.3,1,92.0,8.32,93.0,0.1,23465.38559,198954.0,0.7,0.7,0.905,20.6,HIV/AIDS,Neurological,2.14,9.69,10.0,61+,Female,823068,74.94,4.51,8.41,Surgery,25700,No,51.49,3768,7.73,92489,0.55,50.9,69,1,2,140,254,0,0,146,0,2.0,1,3,3,0
France,2007,Developing,89.0,89.0,3,12.2,64.73714894,42.0,39,58.6,3,99.0,1.45,98.0,0.1,416.58397,6416229.0,0.6,0.6,0.873,16.1,Diabetes,Metabolic,17.86,2.37,8.64,36-60,Other,678316,64.6,4.03,5.45,Medication,31421,No,54.56,1598,0.83,62098,0.53,51.23,42,1,0,136,315,0,1,125,1,1.8,1,0,1,0
Australia,2015,Developed,82.8,59.0,1,4.602860787172012,0.0,93.0,74,66.6,1,93.0,5.9381895280236,93.0,0.1,56554.3876,23789338.0,0.6,0.6,0.937,20.4,Measles,Genetic,4.63,2.06,2.19,36-60,Male,214943,94.88,4.27,1.44,Vaccination,6981,Yes,76.26,1483,7.98,20589,0.62,74.94,44,0,2,108,141,0,1,175,0,0.6,1,0,2,1
Argentina,2006,Developing,75.2,127.0,11,7.75,961.1774676,84.0,0,57.5,12,92.0,6.68,91.0,0.1,5878.76127,3955889.0,1.1,0.9,0.782,16.1,Asthma,Cardiovascular,19.04,0.71,4.07,19-35,Other,901396,78.96,3.61,6.53,Surgery,43058,Yes,91.33,2798,9.36,24384,0.84,75.93,29,1,1,130,204,0,0,202,0,0.0,2,0,2,1
Italy,2014,Developed,82.5,57.0,2,7.56,4831.644796,95.0,0,63.1,2,95.0,9.25,95.0,0.1,35396.66517,678914.0,0.6,0.6,0.877,16.3,Alzheimer's Disease,Respiratory,4.61,8.5,7.62,61+,Female,538764,97.26,4.46,5.84,Therapy,26939,Yes,66.11,4459,1.88,72673,0.4,89.64,63,0,1,140,195,0,1,179,0,0.0,2,2,2,1
Japan,2015,Developed,83.7,55.0,2,4.602860787172012,0.0,80.94046121593291,35,29.0,3,99.0,5.9381895280236,96.0,0.1,34474.13736,127141.0,2.1,1.8,0.902,15.3,Cholera,Autoimmune,10.91,10.3,4.99,36-60,Female,44112,53.7,0.7,6.98,Vaccination,25096,Yes,53.05,940,4.58,72784,0.81,60.67,53,0,0,138,234,0,0,160,0,0.0,2,0,2,1
China,2011,Developing,75.2,91.0,215,5.63,91.26749779,99.0,9943,29.0,251,99.0,5.3,99.0,0.1,5633.79616,134413.0,4.1,3.5,0.7,12.8,HIV/AIDS,Neurological,13.06,5.83,7.79,36-60,Female,750965,75.0,2.55,6.11,Medication,4868,Yes,86.17,4882,9.32,25581,0.9,82.97,60,0,3,150,240,0,1,171,0,0.9,2,0,2,1
Turkey,2006,Developing,72.8,126.0,28,1.29,103.523776,82.0,34,58.5,34,9.0,5.81,9.0,0.1,834.869161,6876345.0,5.0,4.8,0.687,11.9,Ebola,Neurological,14.41,9.3,0.29,61+,Female,187727,73.39,4.5,1.75,Vaccination,19654,Yes,65.69,539,3.72,99653,0.65,80.94,66,1,0,160,228,0,0,138,0,2.3,2,0,1,1
Nigeria,2002,Developing,47.7,49.0,571,9.61,17.137754,80.94046121593291,42007,17.8,928,4.0,2.43,25.0,5.3,459.4572117,12866671.0,13.8,13.8,0.0,7.7,Parkinson's Disease,Genetic,10.94,8.05,3.26,36-60,Female,660490,79.14,1.02,3.14,Therapy,48026,Yes,79.45,2146,8.73,70588,0.46,51.24,57,1,1,154,232,0,0,164,0,0.0,2,1,2,0
Canada,2015,Developing,82.2,64.0,2,4.602860787172012,0.0,55.0,195,67.0,2,91.0,5.9381895280236,91.0,0.1,43315.744,3584861.0,0.6,0.5,0.919,16.3,Cancer,Viral,3.84,12.72,5.64,36-60,Female,566232,98.61,4.21,8.65,Therapy,10187,Yes,75.96,2382,0.26,13411,0.65,61.17,60,0,3,150,240,0,1,171,0,0.9,2,0,2,1
Argentina,2004,Developing,74.7,13.0,11,7.63,719.3663797,81.0,0,56.3,12,91.0,6.84,98.0,0.1,4251.574348,38728696.0,1.1,1.0,0.775,16.3,Hypertension,Autoimmune,7.5,5.8,7.75,36-60,Female,637352,68.67,0.52,7.53,Surgery,41756,Yes,86.98,1757,5.96,87799,0.45,73.25,49,1,2,120,188,0,1,139,0,2.0,1,3,3,0
Nigeria,2002,Developing,47.7,49.0,571,9.61,17.137754,80.94046121593291,42007,17.8,928,4.0,2.43,25.0,5.3,459.4572117,12866671.0,13.8,13.8,0.0,7.7,Influenza,Autoimmune,16.74,12.48,6.07,36-60,Other,733155,74.66,2.39,1.65,Surgery,34077,No,76.2,2095,1.08,83464,0.69,30.0,60,1,0,125,258,0,0,141,1,2.8,1,1,3,0
Indonesia,2000,Developing,66.3,188.0,187,0.06,3.43334364,65.0,3344,15.4,237,72.0,1.98,75.0,0.1,78.92744,21154429.0,11.0,11.2,0.597,10.7,Asthma,Infectious,5.07,1.56,5.59,36-60,Male,53184,64.65,3.81,7.86,Therapy,25535,Yes,81.85,758,7.25,56657,0.6,50.81,54,1,1,192,283,0,0,195,0,0.0,2,1,3,0
France,2000,Developing,78.8,13.0,3,13.63,3410.284431,26.0,10000,54.6,4,98.0,9.77,97.0,0.1,22465.64184,6912498.0,0.7,0.6,0.844,15.7,Influenza,Neurological,18.58,12.4,3.03,36-60,Other,565116,50.72,3.45,8.73,Surgery,45377,Yes,60.52,366,3.59,7653,0.55,36.06,60,1,0,130,206,0,0,132,1,2.4,1,2,3,0
Argentina,2013,Developing,76.0,119.0,8,8.28,1001.796332,94.0,0,61.6,10,99.0,4.99,94.0,0.1,12976.63642,42539925.0,1.0,0.9,0.823,17.3,Rabies,Metabolic,19.13,10.77,0.13,36-60,Other,810605,91.82,4.84,8.85,Vaccination,42991,Yes,50.63,3834,5.46,77469,0.67,40.59,57,1,1,124,261,0,1,141,0,0.3,2,0,3,0
Saudi Arabia,2015,Developing,74.5,88.0,7,4.602860787172012,0.0,98.0,219,68.2,8,97.0,5.9381895280236,98.0,0.1,2732.86172,12753375.120052494,7.8,7.6,0.845,16.1,Zika,Cardiovascular,9.28,12.67,2.49,19-35,Female,790985,71.91,1.94,6.92,Medication,47906,No,81.15,41,0.95,744,0.48,66.6,29,1,1,130,204,0,0,202,0,0.0,2,0,2,1
Saudi Arabia,2004,Developing,73.1,12.0,9,0.06,816.4795082,96.0,1880,59.4,11,96.0,3.58,96.0,0.1,11138.8746,12753375.120052494,7.2,7.3,0.754,12.3,Diabetes,Metabolic,11.98,13.62,4.58,36-60,Female,78101,54.9,1.26,5.34,Vaccination,11776,No,59.27,3321,1.35,47324,0.8,83.94,41,0,1,130,204,0,0,172,0,1.4,2,0,2,1
Brazil,2005,Developing,72.7,163.0,75,6.97,23.76370075,98.0,6,47.8,85,99.0,8.27,99.0,0.1,477.182746,186917361.0,3.2,3.1,0.694,13.8,Polio,Neurological,10.36,5.76,3.93,61+,Other,833667,61.74,1.31,1.09,Therapy,35275,Yes,57.49,2108,1.7,33760,0.53,63.04,66,1,0,120,302,0,0,151,0,0.4,1,0,2,1
Brazil,2006,Developing,73.0,161.0,70,7.1,30.30374691,99.0,57,48.6,79,99.0,8.36,99.0,0.1,586.145975,18912412.0,3.1,3.1,0.698,13.8,Dengue,Cardiovascular,8.15,5.62,3.61,61+,Male,101604,82.67,2.77,5.8,Medication,43235,No,85.43,337,9.76,99669,0.55,43.55,64,1,2,140,335,0,1,158,0,0.0,2,0,2,0
France,2015,Developing,82.4,78.0,2,4.602860787172012,0.0,86.0,157,62.5,3,98.0,5.9381895280236,98.0,0.1,36526.7711,6662468.0,0.7,0.6,0.894,16.3,Alzheimer's Disease,Metabolic,0.93,1.38,4.02,61+,Male,545947,85.95,1.59,1.61,Therapy,40188,No,96.43,4917,9.29,34092,0.44,57.63,67,0,2,115,564,0,0,160,0,1.6,1,0,3,1
Italy,2009,Developed,81.6,61.0,2,7.25,5243.316638,96.0,351,6.5,2,96.0,9.41,96.0,0.1,36976.84512,5995365.0,0.5,0.5,0.868,16.3,Parkinson's Disease,Bacterial,9.98,7.04,6.58,36-60,Male,480050,70.15,2.73,8.42,Surgery,31776,No,85.18,944,6.59,74378,0.45,87.65,50,1,2,140,233,0,1,163,0,0.6,1,1,3,0
France,2003,Developing,79.3,99.0,3,13.49,4572.441963,28.0,0,56.4,4,96.0,1.43,97.0,0.1,29691.18158,62244884.0,0.6,0.6,0.852,15.4,Asthma,Bacterial,0.66,3.71,4.23,36-60,Female,332015,90.41,4.56,7.72,Medication,2784,Yes,61.86,4329,5.54,82299,0.77,81.38,44,1,0,120,169,0,1,144,1,2.8,0,0,1,0
Italy,2008,Developed,81.5,61.0,2,7.96,66.37840495,96.0,1617,59.9,2,96.0,8.89,96.0,0.1,464.18465,58826731.0,0.5,0.5,0.866,16.3,Influenza,Parasitic,10.89,10.69,1.83,36-60,Other,16455,50.16,0.87,9.41,Medication,12554,Yes,77.84,4789,1.56,82269,0.81,87.32,39,1,0,118,219,0,1,140,0,1.2,1,0,3,0
Argentina,2000,Developing,74.1,137.0,12,7.68,1349.025282,80.94046121593291,6,54.0,14,88.0,9.21,83.0,0.1,7669.273916,3757452.0,1.2,1.1,0.764,15.0,Alzheimer's Disease,Parasitic,12.69,11.85,4.59,36-60,Female,184330,68.54,1.47,9.0,Therapy,44901,Yes,86.32,3014,3.84,21689,0.45,59.04,54,1,0,110,239,0,1,126,1,2.8,1,1,3,0
Brazil,2008,Developing,73.4,158.0,61,7.21,526.3780636,96.0,0,5.3,68,99.0,8.24,99.0,0.1,8787.61375,19297929.0,3.0,3.0,0.704,13.3,Dengue,Infectious,14.9,11.2,2.61,61+,Female,175892,85.15,3.7,1.91,Vaccination,211,Yes,69.0,2381,8.41,17918,0.8,59.82,62,0,0,140,268,0,0,160,0,3.6,0,2,2,0
Saudi Arabia,2010,Developing,73.7,94.0,8,0.09,1197.946328,98.0,334,63.9,9,98.0,3.49,98.0,0.1,19259.58726,12753375.120052494,7.3,7.4,0.792,13.3,Tuberculosis,Respiratory,4.79,11.27,6.57,36-60,Female,630496,89.57,1.9,4.3,Vaccination,6395,No,65.07,2460,7.79,84288,0.67,40.03,55,0,1,132,342,0,1,166,0,1.2,2,0,2,1
China,2015,Developing,76.1,85.0,157,4.602860787172012,0.0,99.0,42361,32.9,183,99.0,5.9381895280236,99.0,0.1,869.211938,137122.0,3.6,2.9,0.734,13.5,Parkinson's Disease,Viral,9.5,5.14,7.41,61+,Male,132190,76.14,1.3,4.61,Medication,8428,Yes,77.62,420,5.37,98100,0.83,62.55,63,0,0,150,407,0,0,154,0,4.0,1,3,3,0
Nigeria,2008,Developing,59.0,386.0,536,9.3,105.5910629,41.0,9960,21.0,848,6.0,4.0,53.0,5.0,1383.893354,1534739.0,12.0,11.9,0.481,9.2,Polio,Genetic,11.4,8.04,1.38,36-60,Other,487555,70.99,2.23,7.99,Medication,16710,Yes,88.68,1937,8.61,32042,0.58,40.48,56,1,2,130,256,1,0,142,1,0.6,1,1,1,0
France,2011,Developing,81.7,83.0,3,11.8,683.9190568,74.0,14949,6.6,3,99.0,11.33,99.0,0.1,4381.288,65342776.0,0.6,0.6,0.882,16.1,Malaria,Cardiovascular,17.47,11.07,5.06,36-60,Male,105789,51.42,4.96,6.45,Therapy,7075,Yes,58.19,3433,8.5,88638,0.74,32.72,59,1,0,140,177,0,1,162,1,0.0,2,1,3,0
Nigeria,2006,Developing,49.8,396.0,549,9.66,10.35779424,27.0,704,19.9,879,46.0,3.66,4.0,5.3,119.743286,14261494.0,12.6,12.6,0.466,9.0,HIV/AIDS,Autoimmune,2.22,13.26,2.01,36-60,Female,149428,50.59,2.69,4.87,Vaccination,42805,Yes,83.17,3608,6.71,38257,0.69,79.07,58,1,1,120,284,0,0,160,0,1.8,1,0,2,0
Canada,2011,Developing,81.5,68.0,2,8.2,971.9280384,7.0,803,64.7,2,87.0,1.82,87.0,0.1,5282.2176,3434278.0,0.5,0.5,0.903,15.9,Parkinson's Disease,Autoimmune,10.62,11.63,3.45,36-60,Other,503254,87.03,4.92,5.59,Medication,40555,Yes,60.1,1333,3.46,85992,0.8,22.39,49,0,0,130,269,0,1,163,0,0.0,2,0,2,1
China,2003,Developing,73.1,13.0,391,2.96,122.9365349,75.0,71879,22.6,467,87.0,4.82,86.0,0.1,1288.642924,12884.0,5.3,4.7,0.61,9.9,Alzheimer's Disease,Cardiovascular,8.33,3.66,0.84,61+,Male,593019,77.13,1.02,0.52,Medication,39471,Yes,88.69,388,9.7,27964,0.82,87.57,62,1,1,128,208,1,0,140,0,0.0,2,0,2,1
Brazil,2002,Developing,71.4,176.0,95,7.0,140.9824766,92.0,1,45.3,109,99.0,7.13,99.0,0.1,2819.649531,1815121.0,3.3,3.3,0.692,14.6,Zika,Metabolic,0.7,8.54,6.54,36-60,Female,538511,96.81,3.77,2.83,Therapy,12397,No,85.23,3386,9.14,35689,0.67,81.65,43,1,0,110,211,0,1,161,0,0.0,2,0,3,1
India,2010,Developing,66.4,196.0,1200,2.77,57.73359864,38.0,31458,15.9,1600,76.0,4.28,79.0,0.2,1345.77153,12398691.0,27.0,27.8,0.569,10.4,Asthma,Neurological,2.29,4.2,7.87,36-60,Other,917839,71.63,3.68,3.54,Medication,1287,Yes,83.7,909,3.14,82658,0.7,59.05,52,1,0,125,212,0,1,168,0,1.0,2,2,3,0
Italy,2012,Developed,82.0,6.0,2,7.49,4793.904924,96.0,376,62.1,2,96.0,9.28,97.0,0.1,34814.12436,59539717.0,0.5,0.6,0.877,16.6,Diabetes,Chronic,19.32,6.92,9.49,61+,Male,642176,81.89,4.09,8.96,Surgery,46681,No,65.74,2819,8.14,48259,0.81,42.38,62,0,0,140,394,0,0,157,0,1.2,1,0,2,1
Brazil,2015,Developing,75.0,142.0,42,4.602860787172012,0.0,96.0,214,56.1,47,98.0,5.9381895280236,96.0,0.1,8757.2622,2596218.0,2.7,2.6,0.754,15.2,Ebola,Autoimmune,13.59,13.74,3.51,36-60,Other,311508,73.82,4.6,1.98,Vaccination,25487,No,76.43,1288,4.97,22503,0.63,59.03,45,1,3,110,264,0,1,132,0,1.2,1,0,3,0
Italy,2008,Developed,81.5,61.0,2,7.96,66.37840495,96.0,1617,59.9,2,96.0,8.89,96.0,0.1,464.18465,58826731.0,0.5,0.5,0.866,16.3,Rabies,Viral,5.85,2.45,2.01,36-60,Female,233260,87.92,4.07,1.39,Therapy,24910,Yes,90.59,3500,4.39,72966,0.87,23.52,48,1,0,130,256,1,0,150,1,0.0,2,2,3,0
Saudi Arabia,2015,Developing,74.5,88.0,7,4.602860787172012,0.0,98.0,219,68.2,8,97.0,5.9381895280236,98.0,0.1,2732.86172,12753375.120052494,7.8,7.6,0.845,16.1,Leprosy,Parasitic,19.72,14.77,1.36,61+,Male,479029,91.72,4.18,4.54,Medication,1950,Yes,77.71,2401,3.44,98205,0.88,56.4,70,1,1,156,245,0,0,143,0,0.0,2,0,2,1
Germany,2006,Developed,79.6,84.0,3,11.76,6407.535954,87.0,2307,58.0,3,94.0,1.34,96.0,0.1,36447.87232,82376451.0,1.1,1.1,0.892,16.5,HIV/AIDS,Neurological,18.16,9.92,2.52,36-60,Other,288697,84.09,2.5,6.86,Vaccination,19836,No,59.04,918,9.01,7993,0.61,88.64,46,1,0,140,311,0,1,120,1,1.8,1,2,3,0
Turkey,2011,Developing,74.5,114.0,20,1.53,1275.877569,96.0,111,62.8,23,97.0,5.29,97.0,0.1,11341.13395,7349455.0,4.9,4.7,0.737,13.8,Cholera,Metabolic,17.44,4.92,5.37,36-60,Female,503268,91.81,4.55,1.33,Medication,12386,No,92.8,3146,9.94,30401,0.82,23.6,51,1,0,140,299,0,1,173,1,1.6,2,0,3,0
